timecode_ns,devicetime_ns
59224041636687,10005330555811
59224074876000,10005363795074
59224074964725,10005363883799
59224074964737,10005363883811
59224108198204,10005397117199
59224108292805,10005397211799
59224108292817,10005397211811
59224141531846,10005430450661
59224141620984,10005430539799
59224141620996,10005430539811
59224174854552,10005463773199
59224174949152,10005463867799
59224174949164,10005463867811
59224208215426,10005497133949
59224208309277,10005497227799
59224208309289,10005497227811
59224241547799,10005530466036
59224241637562,10005530555799
59224241637574,10005530555811
59224274872116,10005563790286
59224274965629,10005563883799
59224274965641,10005563883811
59224308204520,10005597122624
59224308293695,10005597211799
59224308293707,10005597211811
59224341526253,10005630444286
59224341621766,10005630539799
59224341621778,10005630539811
59224374856688,10005663774624
59224374949863,10005663867799
59224374949875,10005663867811
59224408219239,10005697137036
59224408310002,10005697227799
59224408310014,10005697227811
59224442378669,10005731296324
59224442470144,10005731387799
59224442470156,10005731387811
59224475699145,10005764616661
59224475798283,10005764715799
59224475798295,10005764715811
59224508282281,10005797199661
59224508374419,10005797291799
59224508374431,10005797291811
59224541606669,10005830523911
59224541702558,10005830619799
59224541702570,10005830619811
59224574934558,10005863851661
59224575030697,10005863947799
59224575030709,10005863947811
59224608257322,10005897174286
59224608358836,10005897275799
59224608358848,10005897275811
59224641590124,10005930506949
59224641686974,10005930603799
59224641686986,10005930603811
59224674924293,10005963840949
59224675015143,10005963931799
59224675015155,10005963931811
59224708259449,10005997175949
59224708343299,10005997259799
59224708343311,10005997259811
59224741590614,10006030507199
59224741671214,10006030587799
59224741671226,10006030587811
59224774899665,10006063816124
59224774999340,10006063915799
59224774999352,10006063915811
59224808227116,10006097143449
59224808327466,10006097243799
59224808327478,10006097243811
59224841502866,10006130419074
59224841655592,10006130571799
59224841655604,10006130571811
59224874888955,10006163805036
59224874983718,10006163899799
59224874983730,10006163899811
59224908221483,10006197137449
59224908311833,10006197227799
59224908311845,10006197227811
59224941548901,10006230464786
59224941639914,10006230555799
59224941639926,10006230555811
59224974876314,10006263792124
59224974967989,10006263883799
59224974968001,10006263883811
59225008203714,10006297119449
59225008296064,10006297211799
59225008296076,10006297211811
59225041534868,10006330450499
59225041624169,10006330539799
59225041624181,10006330539811
59225074862343,10006363777824
59225074952318,10006363867799
59225074952330,10006363867811
59225108184373,10006397099824
59225108280348,10006397195799
59225108280360,10006397195811
59225141545338,10006430460661
59225141640477,10006430555799
59225141640489,10006430555811
59225174880351,10006463795449
59225174968702,10006463883799
59225174968714,10006463883811
59225208207913,10006497122786
59225208296927,10006497211799
59225208296939,10006497211811
59225241535351,10006530450074
59225241625076,10006530539799
59225241625088,10006530539811
59225274862682,10006563777411
59225274953071,10006563867799
59225274953083,10006563867811
59225308193952,10006597108499
59225308281252,10006597195799
59225308281264,10006597195811
59225341551100,10006630465574
59225341641325,10006630555799
59225341641337,10006630555811
59225374882306,10006663796661
59225374969444,10006663883799
59225374969456,10006663883811
59225408204425,10006697118661
59225408297563,10006697211799
59225408297575,10006697211811
59225441530507,10006730444624
59225441625682,10006730539799
59225441625694,10006730539811
59225474875163,10006763789161
59225474953801,10006763867799
59225474953813,10006763867811
59225508285495,10006797199374
59225508377920,10006797291799
59225508377932,10006797291811
59225541606439,10006830520199
59225541706039,10006830619799
59225541706051,10006830619811
59225574938584,10006863852249
59225575034134,10006863947799
59225575034146,10006863947811
59225608271823,10006897185411
59225608362211,10006897275799
59225608362223,10006897275811
59225641592869,10006930506249
59225641690419,10006930603799
59225641690431,10006930603811
59225674926383,10006963839661
59225675018521,10006963931799
59225675018533,10006963931811
59225708262233,10006997175374
59225708346658,10006997259799
59225708346670,10006997259811
59225741588350,10007030501324
59225741674826,10007030587799
59225741674838,10007030587811
59225774922588,10007063835449
59225775002938,10007063915799
59225775002950,10007063915811
59225808234891,10007097147661
59225808331029,10007097243799
59225808331041,10007097243811
59225841568395,10007130481074
59225841659120,10007130571799
59225841659132,10007130571811
59225874895786,10007163808374
59225874987211,10007163899799
59225874987223,10007163899811
59225908223202,10007197135699
59225908315302,10007197227799
59225908315314,10007197227811
59225941550619,10007230463036
59225941643382,10007230555799
59225941643394,10007230555811
59225974881717,10007263794074
59225974971443,10007263883799
59225974971455,10007263883811
59226008211101,10007297123324
59226008299576,10007297211799
59226008299588,10007297211811
59226041527981,10007330440036
59226041627744,10007330539799
59226041627756,10007330539811
59226074857978,10007363770036
59226074955740,10007363867799
59226074955752,10007363867811
59226108186146,10007397098199
59226108283748,10007397195799
59226108283760,10007397195811
59226141547460,10007430459161
59226141644098,10007430555799
59226141644110,10007430555811
59226174882416,10007463794286
59226174971928,10007463883799
59226174971940,10007463883811
59226208207142,10007497119124
59226208299819,10007497211799
59226208299831,10007497211811
59226241540586,10007530451911
59226241628475,10007530539799
59226241628487,10007530539811
59226274863753,10007563774874
59226274956678,10007563867799
59226274956690,10007563867811
59226308190467,10007597101574
59226308284692,10007597195799
59226308284704,10007597195811
59226341517493,10007630428499
59226341612794,10007630523799
59226341612806,10007630523811
59226374875702,10007663786536
59226374972965,10007663883799
59226374972977,10007663883811
59226408204087,10007697114824
59226408301063,10007697211799
59226408301075,10007697211811
59226441531310,10007730441949
59226441629160,10007730539799
59226441629172,10007730539811
59226475713585,10007764624124
59226475805260,10007764715799
59226475805272,10007764715811
59226508267431,10007797177874
59226508365356,10007797275799
59226508365368,10007797275811
59226541598565,10007830508911
59226541693454,10007830603799
59226541693466,10007830603811
59226574927163,10007863837411
59226575021551,10007863931799
59226575021563,10007863931811
59226608254614,10007897164749
59226608349664,10007897259799
59226608349676,10007897259811
59226641589599,10007930499536
59226641677863,10007930587799
59226641677875,10007930587811
59226674924617,10007963834286
59226675006131,10007963915799
59226675006143,10007963915811
59226708237189,10007997146749
59226708334239,10007997243799
59226708334251,10007997243811
59226741564622,10008030474074
59226741662347,10008030571799
59226741662359,10008030571811
59226774895780,10008063805124
59226774990456,10008063899799
59226774990468,10008063899811
59226808223214,10008097132449
59226808318564,10008097227799
59226808318576,10008097227811
59226841553947,10008130463074
59226841646672,10008130555799
59226841646684,10008130555811
59226874907428,10008163816449
59226874974778,10008163883799
59226874974790,10008163883811
59226908208585,10008197117499
59226908302885,10008197211799
59226908302897,10008197211811
59226941545603,10008230454411
59226941630991,10008230539799
59226941631003,10008230539811
59226974867959,10008263776661
59226974959098,10008263867799
59226974959110,10008263867811
59227008195154,10008297103749
59227008287204,10008297195799
59227008287216,10008297195811
59227041557085,10008330465574
59227041647311,10008330555799
59227041647323,10008330555811
59227074881932,10008363790324
59227074975407,10008363883799
59227074975419,10008363883811
59227108205424,10008397113749
59227108303474,10008397211799
59227108303486,10008397211811
59227141530240,10008430438499
59227141631540,10008430539799
59227141631552,10008430539811
59227174865118,10008463773286
59227174959631,10008463867799
59227174959643,10008463867811
59227208196318,10008497104324
59227208287794,10008497195799
59227208287806,10008497195811
59227241524781,10008530432624
59227241615956,10008530523799
59227241615968,10008530523811
59227274884387,10008563792074
59227274976112,10008563883799
59227274976124,10008563883811
59227308210532,10008597118036
59227308304295,10008597211799
59227308304307,10008597211811
59227341539278,10008630446536
59227341632541,10008630539799
59227341632553,10008630539811
59227374862666,10008663769911
59227374960555,10008663867799
59227374960567,10008663867811
59227408195935,10008697103074
59227408288660,10008697195799
59227408288672,10008697195811
59227441538252,10008730445286
59227441616765,10008730523799
59227441616777,10008730523811
59227475720773,10008764627699
59227475808873,10008764715799
59227475808885,10008764715811
59227508281126,10008797187949
59227508368976,10008797275799
59227508368988,10008797275811
59227541610906,10008830517624
59227541697081,10008830603799
59227541697093,10008830603811
59227574938336,10008863844949
59227575025186,10008863931799
59227575025198,10008863931811
59227608258116,10008897164624
59227608353292,10008897259799
59227608353304,10008897259811
59227641586725,10008930493124
59227641681401,10008930587799
59227641681413,10008930587811
59227674930208,10008963836499
59227675009509,10008963915799
59227675009521,10008963915811
59227708254870,10008997161074
59227708337596,10008997243799
59227708337608,10008997243811
59227741577429,10009030483499
59227741665729,10009030571799
59227741665741,10009030571811
59227774902349,10009063808286
59227774993862,10009063899799
59227774993874,10009063899811
59227808229770,10009097135574
59227808321995,10009097227799
59227808322007,10009097227811
59227841557240,10009130462911
59227841650129,10009130555799
59227841650141,10009130555811
59227874919152,10009163824699
59227874978252,10009163883799
59227874978264,10009163883811
59227908213088,10009197118536
59227908306351,10009197211799
59227908306363,10009197211811
59227941544235,10009230449574
59227941634460,10009230539799
59227941634472,10009230539811
59227974875393,10009263780624
59227974962568,10009263867799
59227974962580,10009263867811
59228008196355,10009297101499
59228008290655,10009297195799
59228008290667,10009297195811
59228041526266,10009330431374
59228041618691,10009330523799
59228041618703,10009330523811
59228074849758,10009363754749
59228074946808,10009363851799
59228074946820,10009363851811
59228108207072,10009397111874
59228108306997,10009397211799
59228108307009,10009397211811
59228141539364,10009430444074
59228141635089,10009430539799
59228141635101,10009430539811
59228174866792,10009463771411
59228174963181,10009463867799
59228174963193,10009463867811
59228208201528,10009497105999
59228208291329,10009497195799
59228208291341,10009497195811
59228241529116,10009530433324
59228241619591,10009530523799
59228241619603,10009530523811
59228274852805,10009563756911
59228274947693,10009563851799
59228274947705,10009563851811
59228308213787,10009597117749
59228308307837,10009597211799
59228308307849,10009597211811
59228341541210,10009630445074
59228341635936,10009630539799
59228341635948,10009630539811
59228374868646,10009663772411
59228374964034,10009663867799
59228374964046,10009663867811
59228408199582,10009697103249
59228408292133,10009697195799
59228408292145,10009697195811
59228442379758,10009731283324
59228442468234,10009731371799
59228442468246,10009731371811
59228475704607,10009764608074
59228475796332,10009764699799
59228475796344,10009764699811
59228508279828,10009797183199
59228508372429,10009797275799
59228508372441,10009797275811
59228541607052,10009830510324
59228541700527,10009830603799
59228541700539,10009830603811
59228574934487,10009863837661
59228575028626,10009863931799
59228575028638,10009863931811
59228608261951,10009897164999
59228608356752,10009897259799
59228608356764,10009897259811
59228641593167,10009930496036
59228641684930,10009930587799
59228641684942,10009930587811
59228674927847,10009963830624
59228675013022,10009963915799
59228675013034,10009963915811
59228708253851,10009997156536
59228708341114,10009997243799
59228708341126,10009997243811
59228741591283,10010030493874
59228741669208,10010030571799
59228741669220,10010030571811
59228774906173,10010063808661
59228774997312,10010063899799
59228774997324,10010063899811
59228808237315,10010097139699
59228808325415,10010097227799
59228808325427,10010097227811
59228841564755,10010130467036
59228841653519,10010130555799
59228841653531,10010130555811
59228874892197,10010163794374
59228874981622,10010163883799
59228874981634,10010163883811
59228908219666,10010197121699
59228908309767,10010197211799
59228908309779,10010197211811
59228941547228,10010230449036
59228941637991,10010230539799
59228941638003,10010230539811
59228974874590,10010263776324
59228974966065,10010263867799
59228974966077,10010263867811
59229008205738,10010297107411
59229008294126,10010297195799
59229008294138,10010297195811
59229041533140,10010330434699
59229041622241,10010330523799
59229041622253,10010330523811
59229074860583,10010363762036
59229074950346,10010363851799
59229074950358,10010363851811
59229108221498,10010397122911
59229108310386,10010397211799
59229108310398,10010397211811
59229141546922,10010430448286
59229141638435,10010430539799
59229141638447,10010430539811
59229174869441,10010463770749
59229174966492,10010463867799
59229174966504,10010463867811
59229208198554,10010497099449
59229208294905,10010497195799
59229208294917,10010497195811
59229241526391,10010530427199
59229241622991,10010530523799
59229241623003,10010530523811
59229274865148,10010563765911
59229274951037,10010563851799
59229274951049,10010563851811
59229308222639,10010597123199
59229308279239,10010597179799
59229308279251,10010597179811
59229341540496,10010630440949
59229341639346,10010630539799
59229341639358,10010630539811
59229374875598,10010663775949
59229374967448,10010663867799
59229374967460,10010663867811
59229408200912,10010697101161
59229408295550,10010697195799
59229408295562,10010697195811
59229441527602,10010730427749
59229441623652,10010730523799
59229441623664,10010730523811
59229474856616,10010763756661
59229474951754,10010763851799
59229474951766,10010763851811
59229508183093,10010797083036
59229508279856,10010797179799
59229508279868,10010797179811
59229541540733,10010830440574
59229541639958,10010830539799
59229541639970,10010830539811
59229574874885,10010863774624
59229574968060,10010863867799
59229574968072,10010863867811
59229608201312,10010897100949
59229608296162,10010897195799
59229608296174,10010897195811
59229641535464,10010930434999
59229641624264,10010930523799
59229641624276,10010930523811
59229674855882,10010963755286
59229674952396,10010963851799
59229674952408,10010963851811
59229708187539,10010997086749
59229708280589,10010997179799
59229708280601,10010997179811
59229741553091,10011030452199
59229741640691,10011030539799
59229741640703,10011030539811
59229774879761,10011063778786
59229774968775,10011063867799
59229774968787,10011063867811
59229808200133,10011097099074
59229808296858,10011097195799
59229808296870,10011097195811
59229841536830,10011130435661
59229841624969,10011130523799
59229841624981,10011130523811
59229874860992,10011163759661
59229874953130,10011163851799
59229874953142,10011163851811
59229908186255,10011197084874
59229908281180,10011197179799
59229908281192,10011197179811
59229941548712,10011230447286
59229941641226,10011230539799
59229941641238,10011230539811
59229974872671,10011263771124
59229974969346,10011263867799
59229974969358,10011263867811
59230008201954,10011297100286
59230008297467,10011297195799
59230008297479,10011297195811
59230041530788,10011330428999
59230041625588,10011330523799
59230041625600,10011330523811
59230074858233,10011363756324
59230074953709,10011363851799
59230074953721,10011363851811
59230108189419,10011397087374
59230108281845,10011397179799
59230108281857,10011397179811
59230141546718,10011430444499
59230141642018,10011430539799
59230141642030,10011430539811
59230174877898,10011463775536
59230174970162,10011463867799
59230174970174,10011463867811
59230208210255,10011497107749
59230208298305,10011497195799
59230208298317,10011497195811
59230241537723,10011530435074
59230241626448,10011530523799
59230241626460,10011530523811
59230274865203,10011563762411
59230274954592,10011563851799
59230274954604,10011563851811
59230308192630,10011597089749
59230308282680,10011597179799
59230308282692,10011597179811
59230341553429,10011630450574
59230341642654,10011630539799
59230341642666,10011630539811
59230374880901,10011663777911
59230374970789,10011663867799
59230374970801,10011663867811
59230408208374,10011697105249
59230408298924,10011697195799
59230408298936,10011697195811
59230442384837,10011731281574
59230442475063,10011731371799
59230442475075,10011731371811
59230475712309,10011764608911
59230475803198,10011764699799
59230475803210,10011764699811
59230508291279,10011797187749
59230508379329,10011797275799
59230508379341,10011797275811
59230541618739,10011830515074
59230541707464,10011830603799
59230541707476,10011830603811
59230574946180,10011863842411
59230575035568,10011863931799
59230575035580,10011863931811
59230608273613,10011897169749
59230608363664,10011897259799
59230608363676,10011897259811
59230641598115,10011930493949
59230641691966,10011930587799
59230641691978,10011930587811
59230674930924,10011963826624
59230675020099,10011963915799
59230675020111,10011963915811
59230708256030,10011997151624
59230708348205,10011997243799
59230708348217,10011997243811
59230741596372,10012030491911
59230741676260,10012030571799
59230741676272,10012030571811
59230774921269,10012063816661
59230775004407,10012063899799
59230775004419,10012063899811
59230808233848,10012097129124
59230808332523,10012097227799
59230808332535,10012097227811
59230841564376,10012130459536
59230841660639,10012130555799
59230841660651,10012130555811
59230874893529,10012163788574
59230874988755,10012163883799
59230874988767,10012163883811
59230908222232,10012197117161
59230908316871,10012197211799
59230908316883,10012197211811
59230941556244,10012230451074
59230941644969,10012230539799
59230941644981,10012230539811
59230974878893,10012263773874
59230974972816,10012263867799
59230974972828,10012263867811
59231008206173,10012297101499
59231008300476,10012297195799
59231008300488,10012297195811
59231041540821,10012330435411
59231041629209,10012330523799
59231041629221,10012330523811
59231074859959,10012363754449
59231074957309,10012363851799
59231074957321,10012363851811
59231108185425,10012397079999
59231108285226,10012397179799
59231108285238,10012397179811
59231141518896,10012430413161
59231141613535,10012430507799
59231141613547,10012430507811
59231174879465,10012463773574
59231174973691,10012463867799
59231174973703,10012463867811
59231208205365,10012497099324
59231208301841,10012497195799
59231208301853,10012497195811
59231241537727,10012530431536
59231241629991,10012530523799
59231241630003,10012530523811
59231274865020,10012563758661
59231274958158,10012563851799
59231274958170,10012563851811
59231308197429,10012597090874
59231308286355,10012597179799
59231308286367,10012597179811
59231341524844,10012630418199
59231341614444,10012630507799
59231341614456,10012630507811
59231374882421,10012663775749
59231374974472,10012663867799
59231374974484,10012663867811
59231408207958,10012697101161
59231408302596,10012697195799
59231408302608,10012697195811
59231441535082,10012730428161
59231441630721,10012730523799
59231441630733,10012730523811
59231474860045,10012763752999
59231474958845,10012763851799
59231474958857,10012763851811
59231508275495,10012797168324
59231508366970,10012797259799
59231508366982,10012797259811
59231541600831,10012830493536
59231541695095,10012830587799
59231541695107,10012830587811
59231574931544,10012863824124
59231575023219,10012863915799
59231575023231,10012863915811
59231608264011,10012897156449
59231608351361,10012897243799
59231608351373,10012897243811
59231641589928,10012930482199
59231641679528,10012930571799
59231641679540,10012930571811
59231674931186,10012963823324
59231675007662,10012963899799
59231675007674,10012963899811
59231708261642,10012997153536
59231708335905,10012997227799
59231708335917,10012997227811
59231741573603,10013030465374
59231741664028,10013030555799
59231741664040,10013030555811
59231774895513,10013063787161
59231774992152,10013063883799
59231774992164,10013063883811
59231808225100,10013097116625
59231808320275,10013097211799
59231808320287,10013097211811
59231841559548,10013130450949
59231841648398,10013130539799
59231841648410,10013130539811
59231874883743,10013163775074
59231874976468,10013163867799
59231874976480,10013163867811
59231908214557,10013197105911
59231908304445,10013197195799
59231908304457,10013197195811
59231941572778,10013230463999
59231941632578,10013230523799
59231941632590,10013230523811
59231974862677,10013263753874
59231974960602,10013263851799
59231974960614,10013263851811
59232008218475,10013297109624
59232008288649,10013297179799
59232008288661,10013297179811
59232041520583,10013330411824
59232041616559,10013330507799
59232041616571,10013330507811
59232074879254,10013363770124
59232074976930,10013363867799
59232074976942,10013363867811
59232108216478,10013397107249
59232108305027,10013397195799
59232108305039,10013397195811
59232141535976,10013430426911
59232141632865,10013430523799
59232141632877,10013430523811
59232174866295,10013463756786
59232174961308,10013463851799
59232174961320,10013463851811
59232208197314,10013497087624
59232208289489,10013497179799
59232208289501,10013497179811
59232241524847,10013530414949
59232241617697,10013530507799
59232241617709,10013530507811
59232274889596,10013563779536
59232274945859,10013563835799
59232274945871,10013563835811
59232308212977,10013597103124
59232308305649,10013597195799
59232308305661,10013597195811
59232341543441,10013630434199
59232341633042,10013630523799
59232341633054,10013630523811
59232374871979,10013663762449
59232374961330,10013663851799
59232374961342,10013663851811
59232408197066,10013697087249
59232408289617,10013697179799
59232408289629,10013697179811
59232442369986,10013731259874
59232442465912,10013731355799
59232442465924,10013731355811
59232476546606,10013765436199
59232476642207,10013765531799
59232476642219,10013765531811
59232508273004,10013797162324
59232508370480,10013797259799
59232508370492,10013797259811
59232541600575,10013830489661
59232541698713,10013830587799
59232541698725,10013830587811
59232574931696,10013863820699
59232575026796,10013863915799
59232575026808,10013863915811
59232608259170,10013897148036
59232608354933,10013897243799
59232608354945,10013897243811
59232641590419,10013930479074
59232641683144,10013930571799
59232641683156,10013930571811
59232674921696,10013963810124
59232675011371,10013963899799
59232675011383,10013963899811
59232708256112,10013997144499
59232708339413,10013997227799
59232708339425,10013997227811
59232741570750,10014030459036
59232741667513,10014030555799
59232741667525,10014030555811
59232774901689,10014063789874
59232774995614,10014063883799
59232774995626,10014063883811
59232808229414,10014097117499
59232808323714,10014097211799
59232808323726,10014097211811
59232841557590,10014130445574
59232841651815,10014130539799
59232841651827,10014130539811
59232874890932,10014163778786
59232874979946,10014163867799
59232874979958,10014163867811
59232908210369,10014197098036
59232908308132,10014197195799
59232908308144,10014197195811
59232941547111,10014230434699
59232941636211,10014230523799
59232941636223,10014230523811
59232974866652,10014263754161
59232974964290,10014263851799
59232974964302,10014263851811
59233008197429,10014297084824
59233008292404,10014297179799
59233008292416,10014297179811
59233041523104,10014330410324
59233041620579,10014330507799
59233041620591,10014330507811
59233074857736,10014363744874
59233074948662,10014363835799
59233074948674,10014363835811
59233108218568,10014397105499
59233108308869,10014397195799
59233108308881,10014397195811
59233141544643,10014430431449
59233141636994,10014430523799
59233141637006,10014430523811
59233174868355,10014463755036
59233174965119,10014463851799
59233174965131,10014463851811
59233208199567,10014497086124
59233208293242,10014497179799
59233208293254,10014497179811
59233241526968,10014530413411
59233241621356,10014530507799
59233241621368,10014530507811
59233274854405,10014563740749
59233274949456,10014563835799
59233274949468,10014563835811
59233308215390,10014597101624
59233308309565,10014597195799
59233308309577,10014597195811
59233341542788,10014630428911
59233341637677,10014630523799
59233341637689,10014630523811
59233374870238,10014663756249
59233374965788,10014663851799
59233374965800,10014663851811
59233408197674,10014697083574
59233408293899,10014697179799
59233408293911,10014697179811
59233441525122,10014730410911
59233441622011,10014730507799
59233441622023,10014730507811
59233475988738,10014764874411
59233476086126,10014764971799
59233476086138,10014764971811
59233508281183,10014797166749
59233508374234,10014797259799
59233508374246,10014797259811
59233541609995,10014830495449
59233541702345,10014830587799
59233541702357,10014830587811
59233574941640,10014863826949
59233575030490,10014863915799
59233575030502,10014863915811
59233608263092,10014897148199
59233608358692,10014897243799
59233608358704,10014897243811
59233641595628,10014930480624
59233641686804,10014930571799
59233641686816,10014930571811
59233674930614,10014963815411
59233675015003,10014963899799
59233675015015,10014963899811
59233708261810,10014997146449
59233708343161,10014997227799
59233708343173,10014997227811
59233741596889,10015030481249
59233741671439,10015030555799
59233741671451,10015030555811
59233774909374,10015063793661
59233774999512,10015063883799
59233774999524,10015063883811
59233808236785,10015097120999
59233808327586,10015097211799
59233808327598,10015097211811
59233841564184,10015130448324
59233841655659,10015130539799
59233841655671,10015130539811
59233874889469,10015163773536
59233874983732,10015163867799
59233874983744,10015163867811
59233908223563,10015197107536
59233908311827,10015197195799
59233908311839,10015197195811
59233941547544,10015230431374
59233941639969,10015230523799
59233941639981,10015230523811
59233974837927,10015263721661
59233974968065,10015263851799
59233974968077,10015263851811
59234008203235,10015297086874
59234008296161,10015297179799
59234008296173,10015297179811
59234041533596,10015330417161
59234041624234,10015330507799
59234041624246,10015330507811
59234074853945,10015363737449
59234074952296,10015363835799
59234074952308,10015363835811
59234108187232,10015397070536
59234108280496,10015397163799
59234108280508,10015397163811
59234141543739,10015430426911
59234141640628,10015430523799
59234141640640,10015430523811
59234174876743,10015463759786
59234174968757,10015463851799
59234174968769,10015463851811
59234208198535,10015497081449
59234208296886,10015497179799
59234208296898,10015497179811
59234241533155,10015530415911
59234241625044,10015530507799
59234241625056,10015530507811
59234274817486,10015563740786
59234274912026,10015563835799
59234274912038,10015563835811
59234307985036,10015597074074
59234308074315,10015597163799
59234308074327,10015597163812
59234341173816,10015630428699
59234341268444,10015630523799
59234341268456,10015630523811
59234374334413,10015663754999
59234374430732,10015663851799
59234374430744,10015663851811
59234407498442,10015697084749
59234407593020,10015697179799
59234407593032,10015697179811
59234441596262,10015731259999
59234441692665,10015731355799
59234441692677,10015731355811
59234475230370,10015764683799
59234475230382,10015764683811
59234475294546,10015764747574
59234507916738,10015797165786
59234508011343,10015797259799
59234508011355,10015797259811
59234541454406,10015830493749
59234541549048,10015830587799
59234541549060,10015830587811
59234574937246,10015863818911
59234575034134,10015863915799
59234575034146,10015863915811
59234608271023,10015897152536
59234608362286,10015897243799
59234608362298,10015897243811
59234641598616,10015930479874
59234641690541,10015930571799
59234641690553,10015930571811
59234674926446,10015963807499
59234675018746,10015963899799
59234675018758,10015963899811
59234708265510,10015997146536
59234708346774,10015997227799
59234708346786,10015997227811
59234741589382,10016030470249
59234741674932,10016030555799
59234741674944,10016030555811
59234774928270,10016063809074
59234775002996,10016063883799
59234775003008,10016063883811
59234808236478,10016097117161
59234808331117,10016097211799
59234808331129,10016097211811
59234841568387,10016130448949
59234841659238,10016130539799
59234841659250,10016130539811
59234874896595,10016163777036
59234874987359,10016163867799
59234874987371,10016163867811
59234908222679,10016197102999
59234908315480,10016197195799
59234908315492,10016197195811
59234941542459,10016230422661
59234941643597,10016230523799
59234941643609,10016230523811
59234974879652,10016263759786
59234974971665,10016263851799
59234974971677,10016263851811
59235008211855,10016297091999
59235008299655,10016297179799
59235008299667,10016297179811
59235041539305,10016330419324
59235041627780,10016330507799
59235041627792,10016330507811
59235074926854,10016363806749
59235075003904,10016363883799
59235075003916,10016363883811
59235108234104,10016397113874
59235108332029,10016397211799
59235108332041,10016397211811
59235141564853,10016430444499
59235141660153,10016430539799
59235141660165,10016430539811
59235174890264,10016463769786
59235174988278,10016463867799
59235174988290,10016463867811
59235208220602,10016497099999
59235208316402,10016497195799
59235208316414,10016497195811
59235241544921,10016530424161
59235241644560,10016530523799
59235241644572,10016530523811
59235274876068,10016563755074
59235274972794,10016563851799
59235274972806,10016563851811
59235308202531,10016597081374
59235308300956,10016597179799
59235308300968,10016597179811
59235341537768,10016630416449
59235341629119,10016630507799
59235341629131,10016630507811
59235374870039,10016663748574
59235374957264,10016663835799
59235374957276,10016663835811
59235408199182,10016697077624
59235408285358,10016697163799
59235408285370,10016697163811
59235441519688,10016730398036
59235441613451,10016730491799
59235441613463,10016730491811
59235475705284,10016764583536
59235475805548,10016764683799
59235475805560,10016764683811
59235508271464,10016797149624
59235508365639,10016797243799
59235508365651,10016797243811
59235541600758,10016830478824
59235541693733,10016830571799
59235541693745,10016830571811
59235574928970,10016863806911
59235575021859,10016863899799
59235575021871,10016863899811
59235608264923,10016897142661
59235608350061,10016897227799
59235608350073,10016897227811
59235641594731,10016930472324
59235641678207,10016930555799
59235641678219,10016930555811
59235674926876,10016963804324
59235675006351,10016963883799
59235675006363,10016963883811
59235708239231,10016997116536
59235708334495,10016997211799
59235708334507,10016997211811
59235741565338,10017030442499
59235741662638,10017030539799
59235741662650,10017030539811
59235774892606,10017063769624
59235774990782,10017063867799
59235774990794,10017063867811
59235808224949,10017097101824
59235808318925,10017097195799
59235808318937,10017097195811
59235841552396,10017130429161
59235841647035,10017130523800
59235841647046,10017130523811
59235874879773,10017163756499
59235874975074,10017163851799
59235874975086,10017163851811
59235908207232,10017197083824
59235908303207,10017197179799
59235908303219,10017197179811
59235941534702,10017230411161
59235941631340,10017230507799
59235941631352,10017230507811
59235974865864,10017263742199
59235974959465,10017263835799
59235974959477,10017263835811
59236008193279,10017297069536
59236008287542,10017297163799
59236008287554,10017297163811
59236041520656,10017330396874
59236041615581,10017330491799
59236041615593,10017330491811
59236074881594,10017363757699
59236074975694,10017363851799
59236074975706,10017363851811
59236108209093,10017397085036
59236108303856,10017397179799
59236108303868,10017397179811
59236141537005,10017430412786
59236141632019,10017430507799
59236141632031,10017430507811
59236174870730,10017463746374
59236174960155,10017463835799
59236174960167,10017463835811
59236208195847,10017497071374
59236208288273,10017497163799
59236208288285,10017497163811
59236241522475,10017530397749
59236241616525,10017530491799
59236241616537,10017530491811
59236274879671,10017563754824
59236274976646,10017563851799
59236274976658,10017563851811
59236308210876,10017597085911
59236308304764,10017597179799
59236308304776,10017597179811
59236341538266,10017630413199
59236341632866,10017630507799
59236341632878,10017630507811
59236374865698,10017663740536
59236374960962,10017663835799
59236374960974,10017663835811
59236408193170,10017697067874
59236408289095,10017697163799
59236408289107,10017697163811
59236442369631,10017731244199
59236442465232,10017731339799
59236442465244,10017731339811
59236475697102,10017764571536
59236475793365,10017764667799
59236475793377,10017764667811
59236508276107,10017797150411
59236508369495,10017797243799
59236508369507,10017797243811
59236541603578,10017830477749
59236541697629,10017830571799
59236541697641,10017830571811
59236574953374,10017863827411
59236575025762,10017863899799
59236575025774,10017863899811
59236608260257,10017897134161
59236608353895,10017897227799
59236608353907,10017897227811
59236641587728,10017930461499
59236641682029,10017930555799
59236641682041,10017930555811
59236674926365,10017963799999
59236675010165,10017963883799
59236675010177,10017963883811
59236708257576,10017997131074
59236708338302,10017997211799
59236708338314,10017997211811
59236741573809,10018030447199
59236741666410,10018030539799
59236741666422,10018030539811
59236774901255,10018063774536
59236774994518,10018063867799
59236774994530,10018063867811
59236808223276,10018097096449
59236808322626,10018097195799
59236808322638,10018097195811
59236841557009,10018130430074
59236841650734,10018130523799
59236841650746,10018130523811
59236874888143,10018163761124
59236874978818,10018163851799
59236874978830,10018163851811
59236908219210,10018197092161
59236908306848,10018197179799
59236908306860,10018197179811
59236941543344,10018230416199
59236941634944,10018230507799
59236941634956,10018230507811
59236974870990,10018263743749
59236974963040,10018263835799
59236974963052,10018263835811
