stream_id,hand_index,timestamp[ns],x_min[pixel],x_max[pixel],y_min[pixel],y_max[pixel],visibility_ratio[%]
214-1,0,59239508270827,1365.0,2545.0,1024.0,1590.0,0.0
214-1,1,59239508270827,890.0,1039.0,576.0,680.0,1.0
214-1,0,59239541598243,1364.0,2521.0,1025.0,1579.0,0.0
214-1,1,59239541598243,885.0,1042.0,586.0,695.0,1.0
214-1,0,59239574929383,1363.0,2464.0,1025.0,1559.0,0.0
214-1,1,59239574929383,885.0,1056.0,602.0,717.0,1.0
214-1,0,59239608263545,1360.0,2382.0,1024.0,1525.0,0.0
214-1,1,59239608263545,893.0,1075.0,617.0,743.0,1.0
214-1,0,59239641598494,1357.0,2303.0,1023.0,1484.0,0.0
214-1,1,59239641598494,912.0,1106.0,629.0,772.0,1.0
214-1,0,59239674929709,1355.0,2211.0,1023.0,1442.0,0.0
214-1,1,59239674929709,943.0,1144.0,640.0,805.0,1.0
214-1,0,59239708242298,1352.0,1947.0,1021.0,1387.0,0.0
214-1,1,59239708242298,988.0,1185.0,649.0,841.0,1.0
214-1,0,59239741573461,1347.0,1797.0,1014.0,1297.0,0.0
214-1,1,59239741573461,1042.0,1221.0,649.0,869.0,1.0
214-1,0,59239774900925,1337.0,1614.0,1000.0,1197.0,0.0
214-1,1,59239774900925,1095.0,1246.0,638.0,877.0,1.0
214-1,0,59239808228376,1321.0,1496.0,981.0,1118.0,0.02044168643913123
214-1,1,59239808228376,1137.0,1270.0,617.0,861.0,1.0
214-1,0,59239841555056,1301.0,1441.0,955.0,1073.0,0.26431329288472144
214-1,1,59239841555056,1170.0,1308.0,586.0,827.0,1.0
214-1,0,59239874876693,1281.0,1419.0,922.0,1042.0,0.5751984552671101
214-1,1,59239874876693,1197.0,1335.0,552.0,784.0,1.0
214-1,0,59239908210806,1261.0,1407.0,891.0,1017.0,0.8306612176464424
214-1,1,59239908210806,1219.0,1352.0,516.0,743.0,1.0
214-1,0,59239941535169,1246.0,1395.0,863.0,992.0,0.9735092235092235
214-1,1,59239941535169,1240.0,1365.0,479.0,705.0,1.0
214-1,0,59239974863684,1236.0,1388.0,840.0,964.0,0.9988770353733858
214-1,1,59239974863684,1261.0,1378.0,440.0,668.0,1.0
214-1,0,59240008194259,1228.0,1377.0,821.0,938.0,1.0
214-1,1,59240008194259,1280.0,1390.0,407.0,636.0,0.9851445478641435
214-1,0,59240041553247,1221.0,1360.0,805.0,916.0,1.0
214-1,1,59240041553247,1298.0,1399.0,375.0,606.0,0.8185441020191286
214-1,0,59240074884052,1215.0,1352.0,790.0,894.0,1.0
214-1,1,59240074884052,1314.0,1406.0,348.0,578.0,0.559653717445075
214-1,0,59240108211202,1214.0,1336.0,778.0,874.0,1.0
214-1,1,59240108211202,1330.0,1415.0,323.0,551.0,0.3394583366621395
214-1,0,59240141543690,1209.0,1336.0,762.0,858.0,1.0
214-1,1,59240141543690,1344.0,1437.0,300.0,525.0,0.12580159923996517
214-1,0,59240174867135,1203.0,1332.0,745.0,843.0,1.0
214-1,1,59240174867135,1355.0,1499.0,266.0,500.0,0.0014212445158499662
214-1,0,59240208195689,1194.0,1333.0,732.0,832.0,1.0
214-1,1,59240208195689,1365.0,1626.0,209.0,479.0,0.0
214-1,0,59240241549906,1182.0,1324.0,720.0,822.0,1.0
214-1,1,59240241549906,1375.0,1870.0,91.0,462.0,0.0
214-1,0,59240274886112,1166.0,1311.0,711.0,815.0,1.0
214-1,1,59240274886112,1390.0,2301.0,-130.0,448.0,0.0
214-1,0,59240308210238,1144.0,1295.0,705.0,811.0,1.0
214-1,1,59240308210238,1402.0,2955.0,-480.0,437.0,0.0
214-1,0,59240341541577,1116.0,1272.0,701.0,808.0,1.0
214-1,1,59240341541577,,,,,0.0
214-1,0,59240374869004,1084.0,1249.0,702.0,808.0,1.0
214-1,1,59240374869004,,,,,0.0
214-1,0,59240408252255,1053.0,1221.0,706.0,812.0,1.0
214-1,1,59240408252255,,,,,0.0
214-1,0,59240442366134,1025.0,1199.0,712.0,816.0,1.0
214-1,1,59240442366134,,,,,0.0
214-1,0,59240475699435,1001.0,1179.0,720.0,822.0,1.0
214-1,1,59240475699435,,,,,0.0
214-1,0,59240508279310,982.0,1164.0,727.0,828.0,1.0
214-1,1,59240508279310,,,,,0.0
214-1,0,59240541599611,969.0,1150.0,733.0,832.0,1.0
214-1,1,59240541599611,,,,,0.0
214-1,0,59240574934267,967.0,1141.0,738.0,835.0,1.0
214-1,1,59240574934267,,,,,0.0
214-1,0,59240608262792,975.0,1134.0,742.0,837.0,1.0
214-1,1,59240608262792,,,,,0.0
214-1,0,59240641598809,977.0,1133.0,743.0,837.0,1.0
214-1,1,59240641598809,,,,,0.0
214-1,0,59240674921037,979.0,1137.0,741.0,836.0,1.0
214-1,1,59240674921037,,,,,0.0
214-1,0,59240708263366,987.0,1145.0,736.0,834.0,1.0
214-1,1,59240708263366,,,,,0.0
214-1,0,59240741574566,999.0,1159.0,729.0,832.0,1.0
214-1,1,59240741574566,,,,,0.0
214-1,0,59240774900592,1014.0,1177.0,721.0,829.0,1.0
214-1,1,59240774900592,,,,,0.0
214-1,0,59240808228042,1028.0,1195.0,711.0,826.0,1.0
214-1,1,59240808228042,,,,,0.0
214-1,0,59240841555493,1044.0,1213.0,699.0,820.0,0.9995574046206958
214-1,1,59240841555493,,,,,0.0
214-1,0,59240874886618,1058.0,1228.0,686.0,811.0,0.9988610478359908
214-1,1,59240874886618,1401.0,4944.0,-1863.0,407.0,0.0
214-1,0,59240908213730,1069.0,1239.0,673.0,803.0,0.9970633960960442
214-1,1,59240908213730,1387.0,3971.0,-1266.0,414.0,0.0
214-1,0,59240941539710,1080.0,1261.0,659.0,794.0,0.9952259445221829
214-1,1,59240941539710,1377.0,3343.0,-876.0,421.0,0.0
214-1,0,59240974862802,1085.0,1272.0,645.0,783.0,0.9930091418913728
214-1,1,59240974862802,1366.0,2748.0,-518.0,426.0,0.0
214-1,0,59241008193356,1089.0,1281.0,633.0,772.0,0.9903303218520609
214-1,1,59241008193356,1354.0,2323.0,-264.0,431.0,0.0
214-1,0,59241041522925,1091.0,1291.0,622.0,768.0,0.9908595877090626
214-1,1,59241041522925,1341.0,2018.0,-84.0,437.0,0.00019876105608374463
214-1,0,59241074852640,1084.0,1291.0,615.0,767.0,0.9903511926165648
214-1,1,59241074852640,1320.0,1744.0,77.0,446.0,0.025436161776367962
214-1,0,59241108170428,1075.0,1305.0,611.0,772.0,0.9847209564145177
214-1,1,59241108170428,1297.0,1581.0,178.0,460.0,0.1233967825896077
214-1,0,59241141541882,1063.0,1310.0,607.0,779.0,0.981307519908445
214-1,1,59241141541882,1271.0,1489.0,238.0,475.0,0.29737681820065476
214-1,0,59241174870762,1051.0,1313.0,604.0,788.0,0.9804100425679785
214-1,1,59241174870762,1239.0,1436.0,272.0,492.0,0.5016571533787516
214-1,0,59241208201010,1039.0,1316.0,602.0,797.0,0.9805595068752964
214-1,1,59241208201010,1204.0,1407.0,287.0,509.0,0.6623795673513907
214-1,0,59241241528490,1025.0,1313.0,599.0,804.0,0.9815007349514215
214-1,1,59241241528490,1168.0,1386.0,292.0,525.0,0.7771855927103929
214-1,0,59241274855891,1012.0,1310.0,596.0,810.0,0.9831975047791528
214-1,1,59241274855891,1130.0,1368.0,291.0,540.0,0.8588677434831281
214-1,0,59241308213978,1002.0,1305.0,594.0,814.0,0.9854975243571314
214-1,1,59241308213978,1096.0,1351.0,289.0,554.0,0.9159027648914455
214-1,0,59241341541016,991.0,1300.0,591.0,818.0,0.9876501489969586
214-1,1,59241341541016,1065.0,1333.0,289.0,567.0,0.9499845631367707
214-1,0,59241374870380,982.0,1296.0,588.0,820.0,0.9912640077117725
214-1,1,59241374870380,1039.0,1317.0,288.0,576.0,0.9696585365853658
214-1,0,59241408195156,973.0,1295.0,585.0,820.0,0.9926142116862231
214-1,1,59241408195156,1022.0,1303.0,288.0,581.0,0.9153262614498411
214-1,0,59241441525683,963.0,1292.0,582.0,820.0,0.9919983465217905
214-1,1,59241441525683,1009.0,1291.0,287.0,583.0,0.8784587133119611
214-1,0,59241474892097,955.0,1290.0,582.0,819.0,0.9900020463647792
214-1,1,59241474892097,999.0,1282.0,286.0,581.0,0.8708894215993608
214-1,0,59241508280586,949.0,1290.0,583.0,820.0,0.9898856006685302
214-1,1,59241508280586,992.0,1277.0,286.0,579.0,0.8804222532306012
214-1,0,59241541606737,944.0,1289.0,584.0,820.0,0.9907307670502863
214-1,1,59241541606737,986.0,1273.0,287.0,576.0,0.8814408109086521
214-1,0,59241574932189,941.0,1290.0,583.0,821.0,0.9906852218534735
214-1,1,59241574932189,983.0,1270.0,290.0,575.0,0.8816209701717385
214-1,0,59241608264854,938.0,1293.0,579.0,823.0,0.9890815848245058
214-1,1,59241608264854,980.0,1269.0,292.0,575.0,0.8793367117454797
214-1,0,59241641594262,932.0,1295.0,575.0,826.0,0.9863958665420767
214-1,1,59241641594262,974.0,1266.0,295.0,573.0,0.8871351287081625
214-1,0,59241674925333,927.0,1295.0,570.0,830.0,0.9956947904256471
214-1,1,59241674925333,969.0,1264.0,297.0,569.0,0.9067584115691877
214-1,0,59241708263433,921.0,1295.0,566.0,837.0,1.0
214-1,1,59241708263433,963.0,1261.0,296.0,565.0,0.9274747937671861
214-1,0,59241741593942,916.0,1292.0,566.0,843.0,1.0
214-1,1,59241741593942,956.0,1255.0,296.0,560.0,0.934848866146576
214-1,0,59241774902106,914.0,1287.0,576.0,846.0,1.0
214-1,1,59241774902106,948.0,1250.0,293.0,552.0,0.9378290366350068
214-1,0,59241808236369,916.0,1289.0,592.0,845.0,0.9998175610518909
214-1,1,59241808236369,944.0,1249.0,288.0,548.0,0.9473156311038379
214-1,0,59241841561495,919.0,1291.0,606.0,842.0,0.9999472893550853
214-1,1,59241841561495,942.0,1250.0,283.0,551.0,0.9632513481520453
214-1,0,59241874889671,920.0,1290.0,614.0,838.0,1.0
214-1,1,59241874889671,941.0,1248.0,278.0,552.0,0.9779285582279483
214-1,0,59241908221571,923.0,1287.0,615.0,836.0,0.9999465826233274
214-1,1,59241908221571,942.0,1246.0,276.0,549.0,0.9918912473169569
214-1,0,59241941548349,928.0,1282.0,611.0,835.0,0.9994799364975092
214-1,1,59241941548349,945.0,1244.0,273.0,541.0,0.9991393923588473
214-1,0,59241974873020,931.0,1275.0,608.0,833.0,0.9993243243243243
214-1,1,59241974873020,940.0,1241.0,273.0,547.0,0.9996666239261444
214-1,0,59242008198880,932.0,1267.0,603.0,831.0,0.9995112414467253
214-1,1,59242008198880,938.0,1241.0,275.0,554.0,0.9998995706645911
214-1,0,59242041533234,934.0,1260.0,594.0,828.0,0.9996777973052138
214-1,1,59242041533234,938.0,1241.0,280.0,559.0,1.0
214-1,0,59242074853876,937.0,1249.0,584.0,823.0,1.0
214-1,1,59242074853876,938.0,1242.0,284.0,564.0,1.0
214-1,0,59242108217270,937.0,1239.0,577.0,816.0,1.0
214-1,1,59242108217270,937.0,1241.0,290.0,568.0,1.0
214-1,0,59242141540470,939.0,1231.0,570.0,812.0,1.0
214-1,1,59242141540470,937.0,1241.0,294.0,571.0,1.0
214-1,0,59242174870057,946.0,1227.0,565.0,810.0,0.9995230372984832
214-1,1,59242174870057,938.0,1242.0,297.0,573.0,1.0
214-1,0,59242208198939,954.0,1223.0,565.0,808.0,0.9978808117133317
214-1,1,59242208198939,938.0,1241.0,299.0,575.0,1.0
214-1,0,59242241526009,958.0,1218.0,567.0,806.0,0.9960969529994425
214-1,1,59242241526009,936.0,1240.0,300.0,577.0,1.0
214-1,0,59242274857018,957.0,1213.0,567.0,803.0,0.9946020250787904
214-1,1,59242274857018,933.0,1239.0,300.0,576.0,1.0
214-1,0,59242308221607,953.0,1210.0,566.0,799.0,0.9942271562766866
214-1,1,59242308221607,929.0,1237.0,300.0,573.0,1.0
214-1,0,59242341477035,948.0,1209.0,564.0,793.0,0.9946694357909311
214-1,1,59242341477035,924.0,1237.0,298.0,567.0,1.0
214-1,0,59242374528847,942.0,1204.0,560.0,784.0,0.9954991102892432
214-1,1,59242374528847,917.0,1236.0,294.0,556.0,1.0
214-1,0,59242407585704,937.0,1202.0,559.0,777.0,0.9966401414677277
214-1,1,59242407585704,914.0,1235.0,289.0,542.0,1.0
214-1,0,59242441597663,935.0,1200.0,561.0,771.0,0.9963050652891376
214-1,1,59242441597663,915.0,1234.0,285.0,528.0,1.0
214-1,0,59242475130774,935.0,1203.0,565.0,769.0,0.9940959142277601
214-1,1,59242475130774,915.0,1235.0,279.0,520.0,1.0
214-1,0,59242507909505,936.0,1206.0,568.0,770.0,0.9926988739556847
214-1,1,59242507909505,911.0,1235.0,278.0,519.0,1.0
214-1,0,59242541450087,937.0,1211.0,572.0,773.0,0.9921971851527748
214-1,1,59242541450087,910.0,1233.0,281.0,518.0,1.0
214-1,0,59242574936320,939.0,1215.0,576.0,777.0,0.9932905484247374
214-1,1,59242574936320,915.0,1230.0,284.0,519.0,1.0
214-1,0,59242608259827,941.0,1219.0,584.0,780.0,0.9888178329983556
214-1,1,59242608259827,921.0,1228.0,288.0,522.0,1.0
214-1,0,59242641595975,943.0,1220.0,592.0,784.0,0.986910029498525
214-1,1,59242641595975,925.0,1226.0,294.0,527.0,1.0
214-1,0,59242674924709,945.0,1218.0,601.0,788.0,0.9889597553243071
214-1,1,59242674924709,929.0,1226.0,297.0,532.0,1.0
214-1,0,59242708259527,949.0,1216.0,611.0,791.0,0.992165513044801
214-1,1,59242708259527,936.0,1229.0,297.0,534.0,1.0
214-1,0,59242741590714,953.0,1212.0,625.0,797.0,0.9936629142722192
214-1,1,59242741590714,943.0,1232.0,295.0,532.0,1.0
214-1,0,59242774907002,957.0,1209.0,640.0,803.0,0.9948291552908083
214-1,1,59242774907002,951.0,1237.0,291.0,529.0,1.0
214-1,0,59242808234465,964.0,1205.0,655.0,808.0,0.9963793712469092
214-1,1,59242808234465,960.0,1243.0,284.0,522.0,1.0
214-1,0,59242841561879,974.0,1200.0,671.0,814.0,0.9974310180780209
214-1,1,59242841561879,972.0,1249.0,278.0,514.0,1.0
214-1,0,59242874889342,988.0,1200.0,694.0,829.0,0.9986611740473739
214-1,1,59242874889342,987.0,1255.0,278.0,514.0,1.0
214-1,0,59242908220526,1005.0,1206.0,726.0,855.0,0.9993850969869752
214-1,1,59242908220526,1003.0,1263.0,286.0,524.0,1.0
214-1,0,59242941548044,1027.0,1220.0,765.0,891.0,0.9996979399504622
214-1,1,59242941548044,1019.0,1271.0,303.0,546.0,1.0
214-1,0,59242974875483,1050.0,1239.0,813.0,939.0,0.9999360286591606
214-1,1,59242974875483,1036.0,1277.0,329.0,577.0,1.0
214-1,0,59243008206121,1075.0,1260.0,865.0,993.0,1.0
214-1,1,59243008206121,1050.0,1281.0,359.0,612.0,1.0
214-1,0,59243041533972,1103.0,1286.0,919.0,1050.0,1.0
214-1,1,59243041533972,1063.0,1285.0,390.0,647.0,1.0
214-1,0,59243074860661,1134.0,1309.0,972.0,1104.0,1.0
214-1,1,59243074860661,1075.0,1290.0,419.0,679.0,1.0
214-1,0,59243108190492,1163.0,1324.0,1016.0,1146.0,0.9202610218048702
214-1,1,59243108190492,1085.0,1294.0,440.0,701.0,1.0
214-1,0,59243141550118,1187.0,1335.0,1050.0,1176.0,0.6495008862767049
214-1,1,59243141550118,1091.0,1297.0,453.0,715.0,1.0
214-1,0,59243174872814,1208.0,1345.0,1074.0,1196.0,0.3079542957591738
214-1,1,59243174872814,1095.0,1299.0,459.0,720.0,1.0
214-1,0,59243208206122,1224.0,1357.0,1085.0,1207.0,0.07321843295440655
214-1,1,59243208206122,1098.0,1301.0,459.0,717.0,1.0
214-1,0,59243241531356,1238.0,1370.0,1089.0,1212.0,0.01063156562460448
214-1,1,59243241531356,1099.0,1302.0,452.0,710.0,1.0
214-1,0,59243274857952,1251.0,1385.0,1090.0,1214.0,0.0
214-1,1,59243274857952,1101.0,1304.0,445.0,700.0,1.0
214-1,0,59243308183832,1259.0,1397.0,1093.0,1216.0,0.0
214-1,1,59243308183832,1101.0,1304.0,437.0,690.0,1.0
214-1,0,59243341544787,1265.0,1407.0,1093.0,1219.0,0.0
214-1,1,59243341544787,1101.0,1303.0,430.0,681.0,1.0
214-1,0,59243374875402,1270.0,1417.0,1094.0,1223.0,0.0
214-1,1,59243374875402,1099.0,1301.0,426.0,672.0,1.0
214-1,0,59243408209415,1274.0,1426.0,1100.0,1229.0,0.0
214-1,1,59243408209415,1098.0,1297.0,422.0,666.0,1.0
214-1,0,59243441531227,1279.0,1441.0,1106.0,1240.0,0.0
214-1,1,59243441531227,1098.0,1293.0,422.0,659.0,1.0
214-1,0,59243475712955,1284.0,1465.0,1107.0,1266.0,0.0
214-1,1,59243475712955,1096.0,1287.0,421.0,651.0,1.0
214-1,0,59243508290215,1286.0,1495.0,1103.0,1295.0,0.0
214-1,1,59243508290215,1094.0,1279.0,421.0,642.0,1.0
214-1,0,59243541612940,1286.0,1527.0,1098.0,1323.0,0.0
214-1,1,59243541612940,1090.0,1268.0,423.0,630.0,1.0
214-1,0,59243574941773,1282.0,1562.0,1092.0,1339.0,0.0
214-1,1,59243574941773,1084.0,1254.0,424.0,618.0,1.0
214-1,0,59243608264114,1276.0,1608.0,1086.0,1336.0,0.0
214-1,1,59243608264114,1076.0,1240.0,429.0,611.0,1.0
214-1,0,59243641600621,1273.0,1668.0,1079.0,1321.0,0.0
214-1,1,59243641600621,1069.0,1227.0,436.0,605.0,1.0
214-1,0,59243674924436,1274.0,1731.0,1072.0,1294.0,0.0
214-1,1,59243674924436,1063.0,1213.0,443.0,602.0,1.0
214-1,0,59243708258585,1281.0,1818.0,1065.0,1270.0,0.0
214-1,1,59243708258585,1056.0,1201.0,450.0,601.0,1.0
214-1,0,59243741596275,1295.0,1933.0,1045.0,1308.0,0.0
214-1,1,59243741596275,1049.0,1188.0,456.0,600.0,1.0
214-1,0,59243774927619,1314.0,2079.0,1022.0,1363.0,0.0
214-1,1,59243774927619,1041.0,1178.0,463.0,601.0,1.0
214-1,0,59243808240558,1338.0,2235.0,998.0,1419.0,0.0
214-1,1,59243808240558,1033.0,1167.0,470.0,602.0,1.0
214-1,0,59243841570758,1369.0,2511.0,966.0,1518.0,0.0
214-1,1,59243841570758,1031.0,1164.0,476.0,604.0,1.0
214-1,0,59243874901910,1394.0,2914.0,935.0,1648.0,0.0
214-1,1,59243874901910,1026.0,1159.0,481.0,605.0,1.0
214-1,0,59243908285236,,,,,0.0
214-1,1,59243908285236,1020.0,1152.0,484.0,607.0,1.0
214-1,0,59243941556813,,,,,0.0
214-1,1,59243941556813,1012.0,1147.0,486.0,609.0,1.0
214-1,0,59243974884252,,,,,0.0
214-1,1,59243974884252,1002.0,1139.0,489.0,610.0,1.0
214-1,0,59244008215416,,,,,0.0
214-1,1,59244008215416,994.0,1132.0,490.0,610.0,1.0
214-1,0,59244041542855,,,,,0.0
214-1,1,59244041542855,986.0,1126.0,492.0,610.0,1.0
214-1,0,59244074863623,,,,,0.0
214-1,1,59244074863623,978.0,1115.0,492.0,609.0,1.0
214-1,0,59244108199785,,,,,0.0
214-1,1,59244108199785,971.0,1112.0,490.0,605.0,1.0
214-1,0,59244141554207,,,,,0.0
214-1,1,59244141554207,965.0,1109.0,488.0,600.0,1.0
214-1,0,59244174877491,,,,,0.0
214-1,1,59244174877491,963.0,1109.0,486.0,595.0,1.0
214-1,0,59244208203657,,,,,0.0
214-1,1,59244208203657,964.0,1108.0,483.0,592.0,1.0
214-1,0,59244241540736,,,,,0.0
214-1,1,59244241540736,967.0,1111.0,480.0,589.0,1.0
214-1,0,59244274870362,,,,,0.0
214-1,1,59244274870362,970.0,1117.0,477.0,586.0,1.0
214-1,0,59244308197465,,,,,0.0
214-1,1,59244308197465,979.0,1128.0,472.0,584.0,1.0
214-1,0,59244341520198,,,,,0.0
214-1,1,59244341520198,992.0,1141.0,469.0,582.0,1.0
214-1,0,59244374884942,,,,,0.0
214-1,1,59244374884942,1001.0,1143.0,465.0,581.0,1.0
214-1,0,59244408213548,,,,,0.0
214-1,1,59244408213548,1010.0,1150.0,461.0,580.0,1.0
214-1,0,59244442372332,,,,,0.0
214-1,1,59244442372332,1016.0,1147.0,458.0,581.0,1.0
214-1,0,59244475693513,,,,,0.0
214-1,1,59244475693513,1024.0,1150.0,455.0,580.0,0.9998800815445497
214-1,0,59244508268742,,,,,0.0
214-1,1,59244508268742,1036.0,1149.0,450.0,578.0,0.9995858641634456
214-1,0,59244541596186,,,,,0.0
214-1,1,59244541596186,1049.0,1160.0,445.0,577.0,0.9995513683266039
214-1,0,59244574923615,,,,,0.0
214-1,1,59244574923615,1058.0,1183.0,445.0,575.0,0.9880919412905013
214-1,0,59244608254744,,,,,0.0
214-1,1,59244608254744,1061.0,1201.0,432.0,571.0,0.9749730571189079
214-1,0,59244641586034,,,,,0.0
214-1,1,59244641586034,1066.0,1219.0,427.0,580.0,0.9519664072101598
214-1,0,59244674921071,1402.0,2416.0,806.0,1235.0,0.0
214-1,1,59244674921071,1071.0,1238.0,422.0,589.0,0.932259431962696
214-1,0,59244708259065,1394.0,2178.0,793.0,1152.0,0.0021724457943136754
214-1,1,59244708259065,1083.0,1261.0,415.0,595.0,0.9193812816309074
214-1,0,59244741614601,1397.0,2165.0,773.0,1124.0,0.002224554039874082
214-1,1,59244741614601,1110.0,1298.0,399.0,592.0,0.9097285757853004
214-1,0,59244774894036,,,,,0.0
214-1,1,59244774894036,1195.0,1372.0,365.0,568.0,0.8633727541505571
214-1,0,59244808224447,,,,,0.0
214-1,1,59244808224447,1341.0,1568.0,312.0,523.0,0.02460225476767464
214-1,0,59244841557432,,,,,0.0
214-1,1,59244841557432,,,,,0.0
214-1,0,59244874883314,,,,,0.0
214-1,1,59244874883314,,,,,0.0
214-1,0,59244908213412,,,,,0.0
214-1,1,59244908213412,,,,,0.0
214-1,0,59244941537495,,,,,0.0
214-1,1,59244941537495,,,,,0.0
214-1,0,59244974861369,,,,,0.0
214-1,1,59244974861369,1348.0,4822.0,-1884.0,415.0,0.0
214-1,0,59245008195523,1225.0,6000.0,468.0,1039.0,0.011354781744936813
214-1,1,59245008195523,1232.0,1898.0,-197.0,394.0,0.014273117394627007
214-1,0,59245041555853,1068.0,4854.0,439.0,1057.0,0.040404114316935094
214-1,1,59245041555853,1145.0,1503.0,-6.0,373.0,0.13049326527979951
214-1,0,59245074887221,949.0,8599.0,462.0,1692.0,0.020396652961389355
214-1,1,59245074887221,1116.0,1542.0,-122.0,351.0,0.0983195184132196
214-1,0,59245108227220,,,,,0.0
214-1,1,59245108227220,1077.0,1623.0,-344.0,320.0,0.054204040022033495
214-1,0,59245141543512,,,,,0.0
214-1,1,59245141543512,1018.0,1606.0,-532.0,292.0,0.04118813791274047
214-1,0,59245174899106,,,,,0.0
214-1,1,59245174899106,982.0,1614.0,-700.0,276.0,0.03111282173707571
214-1,0,59245208225487,,,,,0.0
214-1,1,59245208225487,973.0,1641.0,-827.0,267.0,0.027385417383524874
214-1,0,59245241554942,,,,,0.0
214-1,1,59245241554942,992.0,1703.0,-903.0,264.0,0.020687447481093194
214-1,0,59245274883696,,,,,0.0
214-1,1,59245274883696,1029.0,1771.0,-888.0,272.0,0.014533232154279516
214-1,0,59245308211116,,,,,0.0
214-1,1,59245308211116,1061.0,1789.0,-784.0,288.0,0.013732943299059363
214-1,0,59245341542307,,,,,0.0
214-1,1,59245341542307,1079.0,1734.0,-617.0,305.0,0.01889389931925595
214-1,0,59245374869723,,,,,0.0
214-1,1,59245374869723,1103.0,1753.0,-545.0,315.0,0.01851819295253834
214-1,0,59245408196751,,,,,0.0
214-1,1,59245408196751,1125.0,1796.0,-504.0,321.0,0.015853643727154604
214-1,0,59245441521992,,,,,0.0
214-1,1,59245441521992,1149.0,1855.0,-485.0,327.0,0.01212694590178034
214-1,0,59245475720449,,,,,0.0
214-1,1,59245475720449,1177.0,1950.0,-510.0,336.0,0.008686671977811217
214-1,0,59245508270312,,,,,0.0
214-1,1,59245508270312,1205.0,2051.0,-542.0,350.0,0.00572113581874169
214-1,0,59245541602503,,,,,0.0
214-1,1,59245541602503,1218.0,2029.0,-476.0,359.0,0.00597640825397224
214-1,0,59245574933386,,,,,0.0
214-1,1,59245574933386,1218.0,1927.0,-354.0,367.0,0.009288639279650275
214-1,0,59245608262776,,,,,0.0
214-1,1,59245608262776,1226.0,1925.0,-320.0,375.0,0.008738946865291164
214-1,0,59245641597722,,,,,0.0
214-1,1,59245641597722,1236.0,1946.0,-305.0,385.0,0.00709067639647374
214-1,0,59245674925217,,,,,0.0
214-1,1,59245674925217,1250.0,2009.0,-321.0,394.0,0.00426179831468641
214-1,0,59245708258458,-389.0,7768.0,-5399.0,2899.0,0.029172149821001546
214-1,1,59245708258458,1267.0,2131.0,-380.0,404.0,0.0
214-1,0,59245741571006,-483.0,7691.0,-5868.0,2760.0,0.029162851991012748
214-1,1,59245741571006,1287.0,2269.0,-438.0,418.0,0.0
214-1,0,59245774903605,,,,,0.0
214-1,1,59245774903605,1309.0,2421.0,-488.0,437.0,0.0
214-1,0,59245808231065,,,,,0.0
214-1,1,59245808231065,1329.0,2608.0,-546.0,457.0,0.0
214-1,0,59245841558501,,,,,0.0
214-1,1,59245841558501,1346.0,2701.0,-536.0,478.0,0.0
214-1,0,59245874884371,,,,,0.0
214-1,1,59245874884371,1362.0,2846.0,-554.0,497.0,0.0
214-1,0,59245908212707,,,,,0.0
214-1,1,59245908212707,1376.0,2914.0,-519.0,518.0,0.0
214-1,0,59245941548591,,,,,0.0
214-1,1,59245941548591,1384.0,2715.0,-338.0,544.0,0.0
214-1,0,59245974875849,,,,,0.0
214-1,1,59245974875849,1379.0,2277.0,-69.0,568.0,0.0
214-1,0,59246008200701,,,,,0.0
214-1,1,59246008200701,1369.0,1980.0,98.0,585.0,3.545344962064809e-05
214-1,0,59246041525524,-170.0,6665.0,-5509.0,3028.0,0.03663395506603504
214-1,1,59246041525524,1358.0,1786.0,204.0,600.0,0.0
214-1,0,59246074852980,-81.0,5093.0,-5112.0,2239.0,0.06009349378280495
214-1,1,59246074852980,1341.0,1639.0,286.0,615.0,0.0
214-1,0,59246108213926,73.0,4033.0,-4079.0,1802.0,0.09778413346709715
214-1,1,59246108213926,1319.0,1551.0,307.0,625.0,0.0
214-1,0,59246141541446,376.0,3313.0,-1550.0,1527.0,0.1989019016857417
214-1,1,59246141541446,1297.0,1503.0,319.0,633.0,0.0
214-1,0,59246175084652,413.0,2440.0,-158.0,1266.0,0.4156482956842736
214-1,1,59246175084652,1271.0,1466.0,330.0,641.0,0.0
214-1,0,59246208200050,480.0,1861.0,-4.0,1165.0,0.6703686208023399
214-1,1,59246208200050,1241.0,1440.0,338.0,648.0,0.0
214-1,0,59246241531353,559.0,1611.0,161.0,1152.0,0.8210757566371049
214-1,1,59246241531353,1208.0,1422.0,349.0,658.0,0.17645376796901402
214-1,0,59246274858777,639.0,1505.0,331.0,1126.0,0.8834702275972116
214-1,1,59246274858777,1175.0,1409.0,358.0,664.0,0.5523352314802992
214-1,0,59246308220229,728.0,1460.0,469.0,1058.0,0.9158197220301908
214-1,1,59246308220229,1151.0,1399.0,363.0,665.0,0.6563966907855494
214-1,0,59246341546126,812.0,1434.0,567.0,1003.0,0.9366083478923269
214-1,1,59246341546126,1128.0,1389.0,363.0,657.0,0.7074358295845461
214-1,0,59246374873247,871.0,1415.0,630.0,983.0,0.9571145320471406
214-1,1,59246374873247,1107.0,1377.0,356.0,641.0,0.7584669986518833
214-1,0,59246408201850,918.0,1394.0,670.0,963.0,0.9915843343521217
214-1,1,59246408201850,1085.0,1365.0,350.0,622.0,0.8114013423598804
