timestamp[ns],stream_id,mask
59223308289995,1201-2,True
59223308290007,1201-1,True
59223341523709,214-1,True
59223341618347,1201-2,True
59223341618359,1201-1,True
59223374851082,214-1,True
59223374946382,1201-2,True
59223374946394,1201-1,True
59223408209271,214-1,True
59223408306497,1201-2,True
59223408306509,1201-1,True
59223441535348,214-1,True
59223441634611,1201-2,True
59223441634623,1201-1,True
59223474890000,214-1,True
59223474962726,1201-2,True
59223474962737,1201-1,True
59223508204665,214-1,True
59223508290840,1201-2,True
59223508290852,1201-1,True
59223541523279,214-1,True
59223541618954,1201-2,True
59223541618966,1201-1,True
59223574854445,214-1,True
59223574947083,1201-2,True
59223574947095,1201-1,True
59223608211525,214-1,True
59223608307251,1201-2,True
59223608307263,1201-1,True
59223641543891,214-1,True
59223641635405,1201-2,True
59223641635417,1201-1,True
59223674867670,214-1,True
59223674963559,1201-2,True
59223674963571,1201-1,True
59223708198851,214-1,True
59223708291701,1201-2,True
59223708291713,1201-1,True
59223741526308,214-1,True
59223741619822,1201-2,True
59223741619834,1201-1,True
59223774851827,214-1,True
59223774947927,1201-2,True
59223774947939,1201-1,True
59223808217987,214-1,True
59223808307912,1201-2,True
59223808307924,1201-1,True
59223841544662,214-1,True
59223841636012,1201-2,True
59223841636024,1201-1,True
59223874865474,214-1,True
59223874964112,1201-2,True
59223874964124,1201-1,True
59223908197304,214-1,True
59223908292230,1201-2,True
59223908292242,1201-1,True
59223941524450,214-1,True
59223941620375,1201-2,True
59223941620387,1201-1,True
59223974948474,1201-2,True
59223974948486,1201-1,True
59223975036800,214-1,True
59224008214987,214-1,True
59224008308625,1201-2,True
59224008308637,1201-1,True
59224041543412,214-1,True
59224041636675,1201-2,True
59224041636687,1201-1,True
59224074876000,214-1,True
59224074964725,1201-2,True
59224074964737,1201-1,True
59224108198204,214-1,True
59224108292805,1201-2,True
59224108292817,1201-1,True
59224141531846,214-1,True
59224141620984,1201-2,True
59224141620996,1201-1,True
59224174854552,214-1,True
59224174949152,1201-2,True
59224174949164,1201-1,True
59224208215426,214-1,True
59224208309277,1201-2,True
59224208309289,1201-1,True
59224241547799,214-1,True
59224241637562,1201-2,True
59224241637574,1201-1,True
59224274872116,214-1,True
59224274965629,1201-2,True
59224274965641,1201-1,True
59224308204520,214-1,True
59224308293695,1201-2,True
59224308293707,1201-1,True
59224341526253,214-1,True
59224341621766,1201-2,True
59224341621778,1201-1,True
59224374856688,214-1,True
59224374949863,1201-2,True
59224374949875,1201-1,True
59224408219239,214-1,True
59224408310002,1201-2,True
59224408310014,1201-1,True
59224442378669,214-1,True
59224442470144,1201-2,True
59224442470156,1201-1,True
59224475699145,214-1,True
59224475798283,1201-2,True
59224475798295,1201-1,True
59224508282281,214-1,True
59224508374419,1201-2,True
59224508374431,1201-1,True
59224541606669,214-1,True
59224541702558,1201-2,True
59224541702570,1201-1,True
59224574934558,214-1,True
59224575030697,1201-2,True
59224575030709,1201-1,True
59224608257322,214-1,True
59224608358836,1201-2,True
59224608358848,1201-1,True
59224641590124,214-1,True
59224641686974,1201-2,True
59224641686986,1201-1,True
59224674924293,214-1,True
59224675015143,1201-2,True
59224675015155,1201-1,True
59224708259449,214-1,True
59224708343299,1201-2,True
59224708343311,1201-1,True
59224741590614,214-1,True
59224741671214,1201-2,True
59224741671226,1201-1,True
59224774899665,214-1,True
59224774999340,1201-2,True
59224774999352,1201-1,True
59224808227116,214-1,True
59224808327466,1201-2,True
59224808327478,1201-1,True
59224841502866,214-1,True
59224841655592,1201-2,True
59224841655604,1201-1,True
59224874888955,214-1,True
59224874983718,1201-2,True
59224874983730,1201-1,True
59224908221483,214-1,True
59224908311833,1201-2,True
59224908311845,1201-1,True
59224941548901,214-1,True
59224941639914,1201-2,True
59224941639926,1201-1,True
59224974876314,214-1,True
59224974967989,1201-2,True
59224974968001,1201-1,True
59225008203714,214-1,True
59225008296064,1201-2,True
59225008296076,1201-1,True
59225041534868,214-1,True
59225041624169,1201-2,True
59225041624181,1201-1,True
59225074862343,214-1,True
59225074952318,1201-2,True
59225074952330,1201-1,True
59225108184373,214-1,True
59225108280348,1201-2,True
59225108280360,1201-1,True
59225141545338,214-1,True
59225141640477,1201-2,True
59225141640489,1201-1,True
59225174880351,214-1,True
59225174968702,1201-2,True
59225174968714,1201-1,True
59225208207913,214-1,True
59225208296927,1201-2,True
59225208296939,1201-1,True
59225241535351,214-1,True
59225241625076,1201-2,True
59225241625088,1201-1,True
59225274862682,214-1,True
59225274953071,1201-2,True
59225274953083,1201-1,True
59225308193952,214-1,True
59225308281252,1201-2,True
59225308281264,1201-1,True
59225341551100,214-1,True
59225341641325,1201-2,True
59225341641337,1201-1,True
59225374882306,214-1,True
59225374969444,1201-2,True
59225374969456,1201-1,True
59225408204425,214-1,True
59225408297563,1201-2,True
59225408297575,1201-1,True
59225441530507,214-1,True
59225441625682,1201-2,True
59225441625694,1201-1,True
59225474875163,214-1,True
59225474953801,1201-2,True
59225474953813,1201-1,True
59225508285495,214-1,True
59225508377920,1201-2,True
59225508377932,1201-1,True
59225541606439,214-1,True
59225541706039,1201-2,True
59225541706051,1201-1,True
59225574938584,214-1,True
59225575034134,1201-2,True
59225575034146,1201-1,True
59225608271823,214-1,True
59225608362211,1201-2,True
59225608362223,1201-1,True
59225641592869,214-1,True
59225641690419,1201-2,True
59225641690431,1201-1,True
59225674926383,214-1,True
59225675018521,1201-2,True
59225675018533,1201-1,True
59225708262233,214-1,True
59225708346658,1201-2,True
59225708346670,1201-1,True
59225741588350,214-1,True
59225741674826,1201-2,True
59225741674838,1201-1,True
59225774922588,214-1,True
59225775002938,1201-2,True
59225775002950,1201-1,True
59225808234891,214-1,True
59225808331029,1201-2,True
59225808331041,1201-1,True
59225841568395,214-1,True
59225841659120,1201-2,True
59225841659132,1201-1,True
59225874895786,214-1,True
59225874987211,1201-2,True
59225874987223,1201-1,True
59225908223202,214-1,True
59225908315302,1201-2,True
59225908315314,1201-1,True
59225941550619,214-1,True
59225941643382,1201-2,True
59225941643394,1201-1,True
59225974881717,214-1,True
59225974971443,1201-2,True
59225974971455,1201-1,True
59226008211101,214-1,True
59226008299576,1201-2,True
59226008299588,1201-1,True
59226041527981,214-1,True
59226041627744,1201-2,True
59226041627756,1201-1,True
59226074857978,214-1,True
59226074955740,1201-2,True
59226074955752,1201-1,True
59226108186146,214-1,True
59226108283748,1201-2,True
59226108283760,1201-1,True
59226141547460,214-1,True
59226141644098,1201-2,True
59226141644110,1201-1,True
59226174882416,214-1,True
59226174971928,1201-2,True
59226174971940,1201-1,True
59226208207142,214-1,True
59226208299819,1201-2,True
59226208299831,1201-1,True
59226241540586,214-1,True
59226241628475,1201-2,True
59226241628487,1201-1,True
59226274863753,214-1,True
59226274956678,1201-2,True
59226274956690,1201-1,True
59226308190467,214-1,True
59226308284692,1201-2,True
59226308284704,1201-1,True
59226341517493,214-1,True
59226341612794,1201-2,True
59226341612806,1201-1,True
59226374875702,214-1,True
59226374972965,1201-2,True
59226374972977,1201-1,True
59226408204087,214-1,True
59226408301063,1201-2,True
59226408301075,1201-1,True
59226441531310,214-1,True
59226441629160,1201-2,True
59226441629172,1201-1,True
59226475713585,214-1,True
59226475805260,1201-2,True
59226475805272,1201-1,True
59226508267431,214-1,True
59226508365356,1201-2,True
59226508365368,1201-1,True
59226541598565,214-1,True
59226541693454,1201-2,True
59226541693466,1201-1,True
59226574927163,214-1,True
59226575021551,1201-2,True
59226575021563,1201-1,True
59226608254614,214-1,True
59226608349664,1201-2,True
59226608349676,1201-1,True
59226641589599,214-1,True
59226641677863,1201-2,True
59226641677875,1201-1,True
59226674924617,214-1,True
59226675006131,1201-2,True
59226675006143,1201-1,True
59226708237189,214-1,True
59226708334239,1201-2,True
59226708334251,1201-1,True
59226741564622,214-1,True
59226741662347,1201-2,True
59226741662359,1201-1,True
59226774895780,214-1,True
59226774990456,1201-2,True
59226774990468,1201-1,True
59226808223214,214-1,True
59226808318564,1201-2,True
59226808318576,1201-1,True
59226841553947,214-1,True
59226841646672,1201-2,True
59226841646684,1201-1,True
59226874907428,214-1,True
59226874974778,1201-2,True
59226874974790,1201-1,True
59226908208585,214-1,True
59226908302885,1201-2,True
59226908302897,1201-1,True
59226941545603,214-1,True
59226941630991,1201-2,True
59226941631003,1201-1,True
59226974867959,214-1,True
59226974959098,1201-2,True
59226974959110,1201-1,True
59227008195154,214-1,True
59227008287204,1201-2,True
59227008287216,1201-1,True
59227041557085,214-1,True
59227041647311,1201-2,True
59227041647323,1201-1,True
59227074881932,214-1,True
59227074975407,1201-2,True
59227074975419,1201-1,True
59227108205424,214-1,True
59227108303474,1201-2,True
59227108303486,1201-1,True
59227141530240,214-1,True
59227141631540,1201-2,True
59227141631552,1201-1,True
59227174865118,214-1,True
59227174959631,1201-2,True
59227174959643,1201-1,True
59227208196318,214-1,True
59227208287794,1201-2,True
59227208287806,1201-1,True
59227241524781,214-1,True
59227241615956,1201-2,True
59227241615968,1201-1,True
59227274884387,214-1,True
59227274976112,1201-2,True
59227274976124,1201-1,True
59227308210532,214-1,True
59227308304295,1201-2,True
59227308304307,1201-1,True
59227341539278,214-1,True
59227341632541,1201-2,True
59227341632553,1201-1,True
59227374862666,214-1,True
59227374960555,1201-2,True
59227374960567,1201-1,True
59227408195935,214-1,True
59227408288660,1201-2,True
59227408288672,1201-1,True
59227441538252,214-1,True
59227441616765,1201-2,True
59227441616777,1201-1,True
59227475720773,214-1,True
59227475808873,1201-2,True
59227475808885,1201-1,True
59227508281126,214-1,True
59227508368976,1201-2,True
59227508368988,1201-1,True
59227541610906,214-1,True
59227541697081,1201-2,True
59227541697093,1201-1,True
59227574938336,214-1,True
59227575025186,1201-2,True
59227575025198,1201-1,True
59227608258116,214-1,True
59227608353292,1201-2,True
59227608353304,1201-1,True
59227641586725,214-1,True
59227641681401,1201-2,True
59227641681413,1201-1,True
59227674930208,214-1,True
59227675009509,1201-2,True
59227675009521,1201-1,True
59227708254870,214-1,True
59227708337596,1201-2,True
59227708337608,1201-1,True
59227741577429,214-1,True
59227741665729,1201-2,True
59227741665741,1201-1,True
59227774902349,214-1,True
59227774993862,1201-2,True
59227774993874,1201-1,True
59227808229770,214-1,True
59227808321995,1201-2,True
59227808322007,1201-1,True
59227841557240,214-1,True
59227841650129,1201-2,True
59227841650141,1201-1,True
59227874919152,214-1,True
59227874978252,1201-2,True
59227874978264,1201-1,True
59227908213088,214-1,True
59227908306351,1201-2,True
59227908306363,1201-1,True
59227941544235,214-1,True
59227941634460,1201-2,True
59227941634472,1201-1,True
59227974875393,214-1,True
59227974962568,1201-2,True
59227974962580,1201-1,True
59228008196355,214-1,True
59228008290655,1201-2,True
59228008290667,1201-1,True
59228041526266,214-1,True
59228041618691,1201-2,True
59228041618703,1201-1,True
59228074849758,214-1,True
59228074946808,1201-2,True
59228074946820,1201-1,True
59228108207072,214-1,True
59228108306997,1201-2,True
59228108307009,1201-1,True
59228141539364,214-1,True
59228141635089,1201-2,True
59228141635101,1201-1,True
59228174866792,214-1,True
59228174963181,1201-2,True
59228174963193,1201-1,True
59228208201528,214-1,True
59228208291329,1201-2,True
59228208291341,1201-1,True
59228241529116,214-1,True
59228241619591,1201-2,True
59228241619603,1201-1,True
59228274852805,214-1,True
59228274947693,1201-2,True
59228274947705,1201-1,True
59228308213787,214-1,True
59228308307837,1201-2,True
59228308307849,1201-1,True
59228341541210,214-1,True
59228341635936,1201-2,True
59228341635948,1201-1,True
59228374868646,214-1,True
59228374964034,1201-2,True
59228374964046,1201-1,True
59228408199582,214-1,True
59228408292133,1201-2,True
59228408292145,1201-1,True
59228442379758,214-1,True
59228442468234,1201-2,True
59228442468246,1201-1,True
59228475704607,214-1,True
59228475796332,1201-2,True
59228475796344,1201-1,True
59228508279828,214-1,True
59228508372429,1201-2,True
59228508372441,1201-1,True
59228541607052,214-1,True
59228541700527,1201-2,True
59228541700539,1201-1,True
59228574934487,214-1,True
59228575028626,1201-2,True
59228575028638,1201-1,True
59228608261951,214-1,True
59228608356752,1201-2,True
59228608356764,1201-1,True
59228641593167,214-1,True
59228641684930,1201-2,True
59228641684942,1201-1,True
59228674927847,214-1,True
59228675013022,1201-2,True
59228675013034,1201-1,True
59228708253851,214-1,True
59228708341114,1201-2,True
59228708341126,1201-1,True
59228741591283,214-1,True
59228741669208,1201-2,True
59228741669220,1201-1,True
59228774906173,214-1,True
59228774997312,1201-2,True
59228774997324,1201-1,True
59228808237315,214-1,True
59228808325415,1201-2,True
59228808325427,1201-1,True
59228841564755,214-1,True
59228841653519,1201-2,True
59228841653531,1201-1,True
59228874892197,214-1,True
59228874981622,1201-2,True
59228874981634,1201-1,True
59228908219666,214-1,True
59228908309767,1201-2,True
59228908309779,1201-1,True
59228941547228,214-1,True
59228941637991,1201-2,True
59228941638003,1201-1,True
59228974874590,214-1,True
59228974966065,1201-2,True
59228974966077,1201-1,True
59229008205738,214-1,True
59229008294126,1201-2,True
59229008294138,1201-1,True
59229041533140,214-1,True
59229041622241,1201-2,True
59229041622253,1201-1,True
59229074860583,214-1,True
59229074950346,1201-2,True
59229074950358,1201-1,True
59229108221498,214-1,True
59229108310386,1201-2,True
59229108310398,1201-1,True
59229141546922,214-1,True
59229141638435,1201-2,True
59229141638447,1201-1,True
59229174869441,214-1,True
59229174966492,1201-2,True
59229174966504,1201-1,True
59229208198554,214-1,True
59229208294905,1201-2,True
59229208294917,1201-1,True
59229241526391,214-1,True
59229241622991,1201-2,True
59229241623003,1201-1,True
59229274865148,214-1,True
59229274951037,1201-2,True
59229274951049,1201-1,True
59229308222639,214-1,True
59229308279239,1201-2,True
59229308279251,1201-1,True
59229341540496,214-1,True
59229341639346,1201-2,True
59229341639358,1201-1,True
59229374875598,214-1,True
59229374967448,1201-2,True
59229374967460,1201-1,True
59229408200912,214-1,True
59229408295550,1201-2,True
59229408295562,1201-1,True
59229441527602,214-1,True
59229441623652,1201-2,True
59229441623664,1201-1,True
59229474856616,214-1,True
59229474951754,1201-2,True
59229474951766,1201-1,True
59229508183093,214-1,True
59229508279856,1201-2,True
59229508279868,1201-1,True
59229541540733,214-1,True
59229541639958,1201-2,True
59229541639970,1201-1,True
59229574874885,214-1,True
59229574968060,1201-2,True
59229574968072,1201-1,True
59229608201312,214-1,True
59229608296162,1201-2,True
59229608296174,1201-1,True
59229641535464,214-1,True
59229641624264,1201-2,True
59229641624276,1201-1,True
59229674855882,214-1,True
59229674952396,1201-2,True
59229674952408,1201-1,True
59229708187539,214-1,True
59229708280589,1201-2,True
59229708280601,1201-1,True
59229741553091,214-1,True
59229741640691,1201-2,True
59229741640703,1201-1,True
59229774879761,214-1,True
59229774968775,1201-2,True
59229774968787,1201-1,True
59229808200133,214-1,True
59229808296858,1201-2,True
59229808296870,1201-1,True
59229841536830,214-1,True
59229841624969,1201-2,True
59229841624981,1201-1,True
59229874860992,214-1,True
59229874953130,1201-2,True
59229874953142,1201-1,True
59229908186255,214-1,True
59229908281180,1201-2,True
59229908281192,1201-1,True
59229941548712,214-1,True
59229941641226,1201-2,True
59229941641238,1201-1,True
59229974872671,214-1,True
59229974969346,1201-2,True
59229974969358,1201-1,True
59230008201954,214-1,True
59230008297467,1201-2,True
59230008297479,1201-1,True
59230041530788,214-1,True
59230041625588,1201-2,True
59230041625600,1201-1,True
59230074858233,214-1,True
59230074953709,1201-2,True
59230074953721,1201-1,True
59230108189419,214-1,True
59230108281845,1201-2,True
59230108281857,1201-1,True
59230141546718,214-1,True
59230141642018,1201-2,True
59230141642030,1201-1,True
59230174877898,214-1,True
59230174970162,1201-2,True
59230174970174,1201-1,True
59230208210255,214-1,True
59230208298305,1201-2,True
59230208298317,1201-1,True
59230241537723,214-1,True
59230241626448,1201-2,True
59230241626460,1201-1,True
59230274865203,214-1,True
59230274954592,1201-2,True
59230274954604,1201-1,True
59230308192630,214-1,True
59230308282680,1201-2,True
59230308282692,1201-1,True
59230341553429,214-1,True
59230341642654,1201-2,True
59230341642666,1201-1,True
59230374880901,214-1,True
59230374970789,1201-2,True
59230374970801,1201-1,True
59230408208374,214-1,True
59230408298924,1201-2,True
59230408298936,1201-1,True
59230442384837,214-1,True
59230442475063,1201-2,True
59230442475075,1201-1,True
59230475712309,214-1,True
59230475803198,1201-2,True
59230475803210,1201-1,True
59230508291279,214-1,True
59230508379329,1201-2,True
59230508379341,1201-1,True
59230541618739,214-1,True
59230541707464,1201-2,True
59230541707476,1201-1,True
59230574946180,214-1,True
59230575035568,1201-2,True
59230575035580,1201-1,True
59230608273613,214-1,True
59230608363664,1201-2,True
59230608363676,1201-1,True
59230641598115,214-1,True
59230641691966,1201-2,True
59230641691978,1201-1,True
59230674930924,214-1,True
59230675020099,1201-2,True
59230675020111,1201-1,True
59230708256030,214-1,True
59230708348205,1201-2,True
59230708348217,1201-1,True
59230741596372,214-1,True
59230741676260,1201-2,True
59230741676272,1201-1,True
59230774921269,214-1,True
59230775004407,1201-2,True
59230775004419,1201-1,True
59230808233848,214-1,True
59230808332523,1201-2,True
59230808332535,1201-1,True
59230841564376,214-1,True
59230841660639,1201-2,True
59230841660651,1201-1,True
59230874893529,214-1,True
59230874988755,1201-2,True
59230874988767,1201-1,True
59230908222232,214-1,True
59230908316871,1201-2,True
59230908316883,1201-1,True
59230941556244,214-1,True
59230941644969,1201-2,True
59230941644981,1201-1,True
59230974878893,214-1,True
59230974972816,1201-2,True
59230974972828,1201-1,True
59231008206173,214-1,True
59231008300476,1201-2,True
59231008300488,1201-1,True
59231041540821,214-1,True
59231041629209,1201-2,True
59231041629221,1201-1,True
59231074859959,214-1,True
59231074957309,1201-2,True
59231074957321,1201-1,True
59231108185425,214-1,True
59231108285226,1201-2,True
59231108285238,1201-1,True
59231141518896,214-1,True
59231141613535,1201-2,True
59231141613547,1201-1,True
59231174879465,214-1,True
59231174973691,1201-2,True
59231174973703,1201-1,True
59231208205365,214-1,True
59231208301841,1201-2,True
59231208301853,1201-1,True
59231241537727,214-1,True
59231241629991,1201-2,True
59231241630003,1201-1,True
59231274865020,214-1,True
59231274958158,1201-2,True
59231274958170,1201-1,True
59231308197429,214-1,True
59231308286355,1201-2,True
59231308286367,1201-1,True
59231341524844,214-1,True
59231341614444,1201-2,True
59231341614456,1201-1,True
59231374882421,214-1,True
59231374974472,1201-2,True
59231374974484,1201-1,True
59231408207958,214-1,True
59231408302596,1201-2,True
59231408302608,1201-1,True
59231441535082,214-1,True
59231441630721,1201-2,True
59231441630733,1201-1,True
59231474860045,214-1,True
59231474958845,1201-2,True
59231474958857,1201-1,True
59231508275495,214-1,True
59231508366970,1201-2,True
59231508366982,1201-1,True
59231541600831,214-1,True
59231541695095,1201-2,True
59231541695107,1201-1,True
59231574931544,214-1,True
59231575023219,1201-2,True
59231575023231,1201-1,True
59231608264011,214-1,True
59231608351361,1201-2,True
59231608351373,1201-1,True
59231641589928,214-1,True
59231641679528,1201-2,True
59231641679540,1201-1,True
59231674931186,214-1,True
59231675007662,1201-2,True
59231675007674,1201-1,True
59231708261642,214-1,True
59231708335905,1201-2,True
59231708335917,1201-1,True
59231741573603,214-1,True
59231741664028,1201-2,True
59231741664040,1201-1,True
59231774895513,214-1,True
59231774992152,1201-2,True
59231774992164,1201-1,True
59231808225100,214-1,True
59231808320275,1201-2,True
59231808320287,1201-1,True
59231841559548,214-1,True
59231841648398,1201-2,True
59231841648410,1201-1,True
59231874883743,214-1,True
59231874976468,1201-2,True
59231874976480,1201-1,True
59231908214557,214-1,True
59231908304445,1201-2,True
59231908304457,1201-1,True
59231941572778,214-1,True
59231941632578,1201-2,True
59231941632590,1201-1,True
59231974862677,214-1,True
59231974960602,1201-2,True
59231974960614,1201-1,True
59232008218475,214-1,True
59232008288649,1201-2,True
59232008288661,1201-1,True
59232041520583,214-1,True
59232041616559,1201-2,True
59232041616571,1201-1,True
59232074879254,214-1,True
59232074976930,1201-2,True
59232074976942,1201-1,True
59232108216478,214-1,True
59232108305027,1201-2,True
59232108305039,1201-1,True
59232141535976,214-1,True
59232141632865,1201-2,True
59232141632877,1201-1,True
59232174866295,214-1,True
59232174961308,1201-2,True
59232174961320,1201-1,True
59232208197314,214-1,True
59232208289489,1201-2,True
59232208289501,1201-1,True
59232241524847,214-1,True
59232241617697,1201-2,True
59232241617709,1201-1,True
59232274889596,214-1,True
59232274945859,1201-2,True
59232274945871,1201-1,True
59232308212977,214-1,True
59232308305649,1201-2,True
59232308305661,1201-1,True
59232341543441,214-1,True
59232341633042,1201-2,True
59232341633054,1201-1,True
59232374871979,214-1,True
59232374961330,1201-2,True
59232374961342,1201-1,True
59232408197066,214-1,True
59232408289617,1201-2,True
59232408289629,1201-1,True
59232442369986,214-1,True
59232442465912,1201-2,True
59232442465924,1201-1,True
59232476546606,214-1,True
59232476642207,1201-2,True
59232476642219,1201-1,True
59232508273004,214-1,True
59232508370480,1201-2,True
59232508370492,1201-1,True
59232541600575,214-1,True
59232541698713,1201-2,True
59232541698725,1201-1,True
59232574931696,214-1,True
59232575026796,1201-2,True
59232575026808,1201-1,True
59232608259170,214-1,True
59232608354933,1201-2,True
59232608354945,1201-1,True
59232641590419,214-1,True
59232641683144,1201-2,True
59232641683156,1201-1,True
59232674921696,214-1,True
59232675011371,1201-2,True
59232675011383,1201-1,True
59232708256112,214-1,True
59232708339413,1201-2,True
59232708339425,1201-1,True
59232741570750,214-1,True
59232741667513,1201-2,True
59232741667525,1201-1,True
59232774901689,214-1,True
59232774995614,1201-2,True
59232774995626,1201-1,True
59232808229414,214-1,True
59232808323714,1201-2,True
59232808323726,1201-1,True
59232841557590,214-1,True
59232841651815,1201-2,True
59232841651827,1201-1,True
59232874890932,214-1,True
59232874979946,1201-2,True
59232874979958,1201-1,True
59232908210369,214-1,True
59232908308132,1201-2,True
59232908308144,1201-1,True
59232941547111,214-1,True
59232941636211,1201-2,True
59232941636223,1201-1,True
59232974866652,214-1,True
59232974964290,1201-2,True
59232974964302,1201-1,True
59233008197429,214-1,True
59233008292404,1201-2,True
59233008292416,1201-1,True
59233041523104,214-1,True
59233041620579,1201-2,True
59233041620591,1201-1,True
59233074857736,214-1,True
59233074948662,1201-2,True
59233074948674,1201-1,True
59233108218568,214-1,True
59233108308869,1201-2,True
59233108308881,1201-1,True
59233141544643,214-1,True
59233141636994,1201-2,True
59233141637006,1201-1,True
59233174868355,214-1,True
59233174965119,1201-2,True
59233174965131,1201-1,True
59233208199567,214-1,True
59233208293242,1201-2,True
59233208293254,1201-1,True
59233241526968,214-1,True
59233241621356,1201-2,True
59233241621368,1201-1,True
59233274854405,214-1,True
59233274949456,1201-2,True
59233274949468,1201-1,True
59233308215390,214-1,True
59233308309565,1201-2,True
59233308309577,1201-1,True
59233341542788,214-1,True
59233341637677,1201-2,True
59233341637689,1201-1,True
59233374870238,214-1,True
59233374965788,1201-2,True
59233374965800,1201-1,True
59233408197674,214-1,True
59233408293899,1201-2,True
59233408293911,1201-1,True
59233441525122,214-1,True
59233441622011,1201-2,True
59233441622023,1201-1,True
59233475988738,214-1,True
59233476086126,1201-2,True
59233476086138,1201-1,True
59233508281183,214-1,True
59233508374234,1201-2,True
59233508374246,1201-1,True
59233541609995,214-1,True
59233541702345,1201-2,True
59233541702357,1201-1,True
59233574941640,214-1,True
59233575030490,1201-2,True
59233575030502,1201-1,True
59233608263092,214-1,True
59233608358692,1201-2,True
59233608358704,1201-1,True
59233641595628,214-1,True
59233641686804,1201-2,True
59233641686816,1201-1,True
59233674930614,214-1,True
59233675015003,1201-2,True
59233675015015,1201-1,True
59233708261810,214-1,True
59233708343161,1201-2,True
59233708343173,1201-1,True
59233741596889,214-1,True
59233741671439,1201-2,True
59233741671451,1201-1,True
59233774909374,214-1,True
59233774999512,1201-2,True
59233774999524,1201-1,True
59233808236785,214-1,True
59233808327586,1201-2,True
59233808327598,1201-1,True
59233841564184,214-1,True
59233841655659,1201-2,True
59233841655671,1201-1,True
59233874889469,214-1,True
59233874983732,1201-2,True
59233874983744,1201-1,True
59233908223563,214-1,True
59233908311827,1201-2,True
59233908311839,1201-1,True
59233941547544,214-1,True
59233941639969,1201-2,True
59233941639981,1201-1,True
59233974837927,214-1,True
59233974968065,1201-2,True
59233974968077,1201-1,True
59234008203235,214-1,True
59234008296161,1201-2,True
59234008296173,1201-1,True
59234041533596,214-1,True
59234041624234,1201-2,True
59234041624246,1201-1,True
59234074853945,214-1,True
59234074952296,1201-2,True
59234074952308,1201-1,True
59234108187232,214-1,True
59234108280496,1201-2,True
59234108280508,1201-1,True
59234141543739,214-1,True
59234141640628,1201-2,True
59234141640640,1201-1,True
59234174876743,214-1,True
59234174968757,1201-2,True
59234174968769,1201-1,True
59234208198535,214-1,True
59234208296886,1201-2,True
59234208296898,1201-1,True
59234241533155,214-1,True
59234241625044,1201-2,True
59234241625056,1201-1,True
59234274817486,214-1,True
59234274912026,1201-2,True
59234274912038,1201-1,True
59234307985036,214-1,True
59234308074315,1201-2,True
59234308074327,1201-1,True
59234341173816,214-1,True
59234341268444,1201-2,True
59234341268456,1201-1,True
59234374334413,214-1,True
59234374430732,1201-2,True
59234374430744,1201-1,True
59234407498442,214-1,True
59234407593020,1201-2,True
59234407593032,1201-1,True
59234441596262,214-1,True
59234441692665,1201-2,True
59234441692677,1201-1,True
59234475230370,1201-2,True
59234475230382,1201-1,True
59234475294546,214-1,True
59234507916738,214-1,True
59234508011343,1201-2,True
59234508011355,1201-1,True
59234541454406,214-1,True
59234541549048,1201-2,True
59234541549060,1201-1,True
59234574937246,214-1,True
59234575034134,1201-2,True
59234575034146,1201-1,True
59234608271023,214-1,True
59234608362286,1201-2,True
59234608362298,1201-1,True
59234641598616,214-1,True
59234641690541,1201-2,True
59234641690553,1201-1,True
59234674926446,214-1,True
59234675018746,1201-2,True
59234675018758,1201-1,True
59234708265510,214-1,True
59234708346774,1201-2,True
59234708346786,1201-1,True
59234741589382,214-1,True
59234741674932,1201-2,True
59234741674944,1201-1,True
59234774928270,214-1,True
59234775002996,1201-2,True
59234775003008,1201-1,True
59234808236478,214-1,True
59234808331117,1201-2,True
59234808331129,1201-1,True
59234841568387,214-1,True
59234841659238,1201-2,True
59234841659250,1201-1,True
59234874896595,214-1,True
59234874987359,1201-2,True
59234874987371,1201-1,True
59234908222679,214-1,True
59234908315480,1201-2,True
59234908315492,1201-1,True
59234941542459,214-1,True
59234941643597,1201-2,True
59234941643609,1201-1,True
59234974879652,214-1,True
59234974971665,1201-2,True
59234974971677,1201-1,True
59235008211855,214-1,True
59235008299655,1201-2,True
59235008299667,1201-1,True
59235041539305,214-1,True
59235041627780,1201-2,True
59235041627792,1201-1,True
59235074926854,214-1,True
59235075003904,1201-2,True
59235075003916,1201-1,True
59235108234104,214-1,True
59235108332029,1201-2,True
59235108332041,1201-1,True
59235141564853,214-1,True
59235141660153,1201-2,True
59235141660165,1201-1,True
59235174890264,214-1,True
59235174988278,1201-2,True
59235174988290,1201-1,True
59235208220602,214-1,True
59235208316402,1201-2,True
59235208316414,1201-1,True
59235241544921,214-1,True
59235241644560,1201-2,True
59235241644572,1201-1,True
59235274876068,214-1,True
59235274972794,1201-2,True
59235274972806,1201-1,True
59235308202531,214-1,True
59235308300956,1201-2,True
59235308300968,1201-1,True
59235341537768,214-1,True
59235341629119,1201-2,True
59235341629131,1201-1,True
59235374870039,214-1,True
59235374957264,1201-2,True
59235374957276,1201-1,True
59235408199182,214-1,True
59235408285358,1201-2,True
59235408285370,1201-1,True
59235441519688,214-1,True
59235441613451,1201-2,True
59235441613463,1201-1,True
59235475705284,214-1,True
59235475805548,1201-2,True
59235475805560,1201-1,True
59235508271464,214-1,True
59235508365639,1201-2,True
59235508365651,1201-1,True
59235541600758,214-1,True
59235541693733,1201-2,True
59235541693745,1201-1,True
59235574928970,214-1,True
